dataset,arch,layer_percent,channel_percent,epoch,final_acc,best_acc
cifar10,resnet18,0.5,0.3,100,64.21,64.89
cifar10,resnet18,0.5,0.4,100,56.88,57.28
cifar10,resnet18,0.5,0.5,100,53.68,54.06
cifar10,resnet18,0.5,0.6,100,52.23,52.53
cifar10,resnet18,0.5,0.7,100,52.2,52.43
cifar10,resnet18,0.5,0.8,100,52.39,52.75
cifar10,resnet18,0.5,0.9,100,52.73,53.14
cifar10,resnet18,0.5,1,100,52.92,53.3
cifar10,resnet18,0.6,0,100,74.72,74.87
cifar10,resnet18,0.6,0.1,100,68.22,68.36
cifar10,resnet18,0.6,0.2,100,62.75,62.96
cifar10,resnet18,0.6,0.3,100,56.5,57.11
cifar10,resnet18,0.6,0.4,100,54.24,54.45
cifar10,resnet18,0.6,0.5,100,54.12,54.38
cifar10,resnet18,0.6,0.6,100,53.87,54.01
cifar10,resnet18,0.6,0.7,100,54.36,54.77
cifar10,resnet18,0.6,0.8,100,55.34,55.6
