dataset,arch,layer_percent,channel_percent,epoch,final_acc,best_acc
tinyimagenet200,vgg16_bn,0,-1,100,31.76,38.22
tinyimagenet200,vgg16_bn,0.1,-1,100,29.28,30.77
tinyimagenet200,vgg16_bn,0.2,-1,100,20.21,20.62
tinyimagenet200,vgg16_bn,0.3,-1,100,15.21,15.33
tinyimagenet200,vgg16_bn,0.4,-1,100,11.36,11.36
tinyimagenet200,vgg16_bn,0.5,-1,100,9.18,9.62
tinyimagenet200,vgg16_bn,0.6,-1,100,7.89,8.29
tinyimagenet200,vgg16_bn,0.7,-1,100,7.72,7.98
tinyimagenet200,vgg16_bn,0.8,-1,100,7.02,7.23
tinyimagenet200,vgg16_bn,0.9,-1,100,6.23,6.72
tinyimagenet200,vgg16_bn,1,-1,100,5.29,5.29
tinyimagenet200,resnet18,0,-1,100,43.36,44.24
tinyimagenet200,resnet18,0.1,-1,100,40.73,40.99
tinyimagenet200,resnet18,0.2,-1,100,38.9,39.19
tinyimagenet200,resnet18,0.3,-1,100,37.7,37.91
tinyimagenet200,resnet18,0.4,-1,100,35.15,35.47
tinyimagenet200,resnet18,0.5,-1,100,35.82,36.16
tinyimagenet200,resnet18,0.6,-1,100,26.15,26.17
tinyimagenet200,resnet18,0.7,-1,100,24.45,24.63
tinyimagenet200,resnet18,0.8,-1,100,19.72,19.73
tinyimagenet200,resnet18,0.9,-1,100,8.13,8.31
tinyimagenet200,resnet18,1,-1,100,14.2,14.31
tinyimagenet200,mobilenetv2,0,-1,100,44.45,45.85
tinyimagenet200,mobilenetv2,0.1,-1,100,40.88,41.14
tinyimagenet200,mobilenetv2,0.2,-1,100,39.75,40.09
tinyimagenet200,mobilenetv2,0.3,-1,100,37.01,37.23
tinyimagenet200,mobilenetv2,0.4,-1,100,34.17,34.33
tinyimagenet200,mobilenetv2,0.5,-1,100,34.81,34.97
tinyimagenet200,mobilenetv2,0.6,-1,100,32.81,32.91
tinyimagenet200,mobilenetv2,0.7,-1,100,30.46,30.67
tinyimagenet200,mobilenetv2,0.8,-1,100,29.43,29.91
tinyimagenet200,mobilenetv2,0.9,-1,100,21.34,21.44
tinyimagenet200,mobilenetv2,1,-1,100,17.55,17.76
